Title,Video ID,Video URL,Channel Title,Misleading Video,False Promises ,Exaggerated Video,Spam Content ,Exploits Curiosity Gap :,Label
Ab Hamari Baari Hai | Laxmii | Akshay Kumar | Kiara Advani | Laxmi Narayan Tripathi,mEXsCeKObkg,https://www.youtube.com/watch?v=mEXsCeKObkg,FoxStarHindi,No,No,No,No,No,Real
Yeh Kya Hogaya | Laxmii | Akshay Kumar | Kiara Advani | Raghava Lawrence | 9th Nov,Od21cjF81zI,https://www.youtube.com/watch?v=Od21cjF81zI,FoxStarHindi,No,No,No,No,No,Real
Sadak 2 | Official Trailer | Sanjay | Pooja | Alia | Aditya | Jisshu | Mahesh Bhatt | 28 Aug,Iot0eF6EoNA,https://www.youtube.com/watch?v=Iot0eF6EoNA,FoxStarHindi,No,No,No,No,No,Real
Dil Bechara | Official Trailer | Sushant Singh Rajput | Sanjana Sanghi | Mukesh Chhabra | AR Rahman,GODAlxW5Pes,https://www.youtube.com/watch?v=GODAlxW5Pes,FoxStarHindi,No,No,No,No,No,Real
Shikara | Official Trailer | Dir: Vidhu Vinod Chopra | 7th February 2020,LoZXboySl2I,https://www.youtube.com/watch?v=LoZXboySl2I,FoxStarHindi,No,No,No,No,No,Real
Chhapaak | Face Of Chhapaak | Deepika Padukone| Vikrant Massey| Meghna Gulzar,qo8LVOjK7-8,https://www.youtube.com/watch?v=qo8LVOjK7-8,FoxStarHindi,No,No,No,No,No,Real
Malti on the move. | A Chhapaak Social Experiment | Deepika | Vikrant | Meghna | 10 January 2020,XVHneYYLxxE,https://www.youtube.com/watch?v=XVHneYYLxxE,FoxStarHindi,No,No,No,No,No,Real
Housefull 4 |Kyun Nikala|Akshay|Riteish|Bobby|Kriti S|Pooja|Kriti K|Sajid N|Farhad| In Cinemas Now,8ucnKcemAWI,https://www.youtube.com/watch?v=8ucnKcemAWI,FoxStarHindi,No,No,No,No,No,Real
Housefull 4 |Official Trailer|Akshay|Riteish|Bobby|Kriti S|Pooja|Kriti K|Sajid N|Farhad| Oct 25,gcHH34cEl3Y,https://www.youtube.com/watch?v=gcHH34cEl3Y,FoxStarHindi,No,No,No,No,No,Real
Chhichhore | Character Making Of | Nitesh Tiwari | Sajid Nadiadwala | Sushant | Shraddha,WOgmj_RvYaU,https://www.youtube.com/watch?v=WOgmj_RvYaU,FoxStarHindi,No,No,No,No,No,Real
Chhichhore | Introducing Anni | Sushant Singh Rajput | Nitesh Tiwari | Releasing on Sept 6,BVH_QN9GR8w,https://www.youtube.com/watch?v=BVH_QN9GR8w,FoxStarHindi,No,No,No,No,No,Real
The Zoya Factor | Official Trailer | Sonam K Ahuja | Dulquer Salmaan | Dir: Abhishek Sharma | Sep 20,tz9TN7ixPW0,https://www.youtube.com/watch?v=tz9TN7ixPW0,FoxStarHindi,No,No,No,No,No,Real
Chhichhore | Dosti Special Trailer| Nitesh Tiwari | Sushant | Shraddha | Sajid Nadiadwala | 6th Sept,VpGlHL9SniM,https://www.youtube.com/watch?v=VpGlHL9SniM,FoxStarHindi,No,No,No,No,No,Real
Mission Mangal | Official Trailer | Akshay | Vidya | Sonakshi | Taapsee | Dir: Jagan Shakti | 15 Aug,q10nfS9V090,https://www.youtube.com/watch?v=q10nfS9V090,FoxStarHindi,No,No,No,No,No,Real
India's Most Wanted | Fight Against Terror | Arjun Kapoor | Raj Kumar Gupta | 24th May 2019,8oUu1ZxaACo,https://www.youtube.com/watch?v=8oUu1ZxaACo,FoxStarHindi,No,No,No,No,No,Real
India's Most Wanted | Official Teaser | Arjun Kapoor | Raj Kumar Gupta | 24th May 2019,eCtbHeropTQ,https://www.youtube.com/watch?v=eCtbHeropTQ,FoxStarHindi,No,No,No,No,No,Real
Kalank | Trailer Clip | Varun | Aditya Roy | Sanjay | Alia | Sonakshi | Madhuri| Abhishek Varman,2nlggMBLvxs,https://www.youtube.com/watch?v=2nlggMBLvxs,FoxStarHindi,No,No,No,No,No,Real
Kalank | Official Teaser | Varun | Aditya Roy | Sanjay | Alia | Sonakshi | Madhuri | Abhishek Varman,UmhXhTmP0a0,https://www.youtube.com/watch?v=UmhXhTmP0a0,FoxStarHindi,No,No,No,No,No,Real
Ek Ladki Ko Dekha Toh Aisa Laga | Promo 2 | Anil | Sonam | Rajkummar | Juhi | 1st Feb'19,uT9g3UViYJY,https://www.youtube.com/watch?v=uT9g3UViYJY,FoxStarHindi,No,No,No,No,No,Real
Ek Ladki Ko Dekha Toh Aisa Laga | Promo 1 | Anil | Sonam | Rajkummar | Juhi | 1st Feb'19,-bMdUkYY6AM,https://www.youtube.com/watch?v=-bMdUkYY6AM,FoxStarHindi,No,No,No,No,No,Real
Phillauri | The Story | The Bride… In Spirit | Anushka Sharma | Diljit Dosanjh | Suraj Sharma,_k29OgWxK4Y,https://www.youtube.com/watch?v=_k29OgWxK4Y,FoxStarHindi,No,No,No,No,No,Real
Jolly LL.B 2 | Exclusive: Deleted Scene | Akshay Kumar | Huma Qureshi | Subhash Kapoor,bb0gMCITi48,https://www.youtube.com/watch?v=bb0gMCITi48,FoxStarHindi,No,No,No,No,No,Real
Jolly LL.B 2 | In Cinemas Now | Akshay Kumar | Huma Qureshi | Subhash Kapoor,wdrYAIPlIm8,https://www.youtube.com/watch?v=wdrYAIPlIm8,FoxStarHindi,No,No,No,No,No,Real
Jolly LL.B 2 | In Cinemas Tomorrow | Akshay Kumar | Huma Qureshi | Subhash Kapoor,U8z-YXVxoMQ,https://www.youtube.com/watch?v=U8z-YXVxoMQ,FoxStarHindi,No,No,No,No,No,Real
Phillauri | Official Trailer | Anushka Sharma | Diljit Dosanjh | Suraj Sharma | Anshai Lal,uCTr7MGFK0U,https://www.youtube.com/watch?v=uCTr7MGFK0U,FoxStarHindi,No,No,No,No,No,Real
Neerja | Marry Me Babumoshai | Sonam Kapoor | Shekhar Ravjiani | Catch the full movie on Hotstar,hr0TjEHuZqE,https://www.youtube.com/watch?v=hr0TjEHuZqE,FoxStarHindi,No,No,No,No,No,Real
Jolly LL.B 2 | Akshay & Subhash Ki Jodi | Akshay Kumar | Subhash Kapoor,f3BZGUnAa8g,https://www.youtube.com/watch?v=f3BZGUnAa8g,FoxStarHindi,No,No,No,No,No,Real
Ae Dil Hai Mushkil | Kuch Rishtey | Aishwarya Rai Bachchan | Ranbir Kapoor,_c0fgnpAlrI,https://www.youtube.com/watch?v=_c0fgnpAlrI,FoxStarHindi,No,No,No,No,No,Real
M.S.Dhoni - The Untold Story | New Delhi - Mahi's visit to the special house | M.S.Dhoni,g7b0osWpG44,https://www.youtube.com/watch?v=g7b0osWpG44,FoxStarHindi,No,No,No,No,No,Real
M.S.Dhoni - The Untold Story | New Promo 1,eTAI6eQeD1k,https://www.youtube.com/watch?v=eTAI6eQeD1k,FoxStarHindi,No,No,No,No,No,Real
Akira | In Cinemas Now | Sonakshi Sinha | AR Murugadoss | 2nd September,PKDquwfSoJw,https://www.youtube.com/watch?v=PKDquwfSoJw,FoxStarHindi,No,No,No,No,No,Real
Ek Ladki Ko Dekha Toh Aisa Laga | Official Trailer | Anil | Sonam | Rajkummar | Juhi | 1st Feb'19,pKcamCgBvMo,https://www.youtube.com/watch?v=pKcamCgBvMo,FoxStarHindi,No,No,No,No,No,Real
Katrina Kaif's Everyday Makeup Look | The Classic Kay Look | Kay Beauty | Nykaa,nsOD3p2PfZk,https://www.youtube.com/watch?v=nsOD3p2PfZk,Nykaa,No,No,No,No,No,Real
"A Glamorous Night Of UMANG | Umang 2020 | FULL EVENT | Shahrukh Khan, Salman Khan, Kapil Sharma",ip7lpXvFyQo,https://www.youtube.com/watch?v=ip7lpXvFyQo,SET India,No,No,No,No,No,Real
Fatima Sana Shaikh talks about Ludo and Suraj Pe Mangal Bhari | Rajkummar Rao | Diljit Dosanjh,pEuVNxFeqpA,https://www.youtube.com/watch?v=pEuVNxFeqpA,FilmfareOfficial,No,No,No,No,No,Real
Neha Dhupia Talks About Mental Health and Abuse | Neha Dhupia Interview | Filmfare Exclusive,wbZ5qr1IfhM,https://www.youtube.com/watch?v=wbZ5qr1IfhM,FilmfareOfficial,No,No,No,No,No,Real
"Rohit Saraf talks about working with Alia Bhatt, Priyanka Chopra and more | Filmfare Exclusive",wLT5keKUFIc,https://www.youtube.com/watch?v=wLT5keKUFIc,FilmfareOfficial,No,No,No,No,No,Real
Be the Highlight in any Light ft. Ranbir Kapoor | OPPO Reno5 Pro 5G,9iaJstpr1Gk,https://www.youtube.com/watch?v=9iaJstpr1Gk,FilmfareOfficial,No,No,No,No,No,Real
Danish Sait and Varun Thakur's funny moments on stage | Flyx Filmfare OTT Awards | Exclusive,eYVnId5bS2k,https://www.youtube.com/watch?v=eYVnId5bS2k,FilmfareOfficial,No,No,No,No,No,Real
"Swara Bhasker on Her Latest Web Series, Censorship and Ban Culture | Swara Bhasker Interview",V55lQl1Fjlo,https://www.youtube.com/watch?v=V55lQl1Fjlo,FilmfareOfficial,No,No,No,No,No,Real
Jaideep Ahlawat's winning speech for Paatal Lok | Flyx Filmfare OTT Awards | Filmfare Exclusive,TVgXG2yY_Bg,https://www.youtube.com/watch?v=TVgXG2yY_Bg,FilmfareOfficial,No,No,No,No,No,Real
In conversation with Varun Dhawan | Varun Dhawan Interview | Coolie No. 1 | Filmfare Exclusive,870tv85usPA,https://www.youtube.com/watch?v=870tv85usPA,FilmfareOfficial,No,No,No,No,No,Real
Radhika Apte on Filmfare Recommends | Flyx Filmfare OTT Awards | Filmfare Exclusive,WSTSeMQdcZc,https://www.youtube.com/watch?v=WSTSeMQdcZc,FilmfareOfficial,No,No,No,No,No,Real
Talking movies with Bhumi Pednekar | Bhumi Pednekar Interview | Filmfare Exclusive,_8CjUYejFw0,https://www.youtube.com/watch?v=_8CjUYejFw0,FilmfareOfficial,No,No,No,No,No,Real
7 Style Questions with Ishaan Khatter | Ishaan Khatter Interview | Lakme Fashion Week | Filmfare,XPYIWCwb84Y,https://www.youtube.com/watch?v=XPYIWCwb84Y,FilmfareOfficial,No,No,No,No,No,Real
Diana Penty plays This or That | Diana Penty Interview | #LakmeFashionWeek2020 | Filmfare Exclusive,YPexGKycUXM,https://www.youtube.com/watch?v=YPexGKycUXM,FilmfareOfficial,No,No,No,No,No,Real
Parineeti Chopra Gives Life Lessons to Live By | Parineeti Chopra Interview | Birthday | Filmfare,4fdf44O2eUc,https://www.youtube.com/watch?v=4fdf44O2eUc,FilmfareOfficial,No,No,No,No,No,Real
Behind the Scenes with Vidya Balan | Vidya Balan Photoshoot | Filmfare Cover Shoot,O7C88qCz1TU,https://www.youtube.com/watch?v=O7C88qCz1TU,FilmfareOfficial,No,No,No,No,No,Real
Kareena Kapoor Khan BTS Compilations | Kareena Kapoor Khan Photoshoot | Filmfare,kiHPKJ3ZEUM,https://www.youtube.com/watch?v=kiHPKJ3ZEUM,FilmfareOfficial,No,No,No,No,No,Real
10 Minutes of Happiness with Sonam Kapoor | Sonam Kapoor Interview | Filmfare Exclusive,JFbcp7UUe7w,https://www.youtube.com/watch?v=JFbcp7UUe7w,FilmfareOfficial,No,No,No,No,No,Real
10 Minutes of Happiness with Siddhant Chaturvedi | Siddhant Chaturvedi Interview | Filmfare,D_R00saZYy8,https://www.youtube.com/watch?v=D_R00saZYy8,FilmfareOfficial,No,No,No,No,No,Real
10 Minutes of Happiness with Fatima Sana Shaikh | Fatima Sana Shaikh Interview | Filmfare  Exclusive,7hFs5u5cJZY,https://www.youtube.com/watch?v=7hFs5u5cJZY,FilmfareOfficial,No,No,No,No,No,Real
10 Minutes of Happiness with Nushrratt Bharuccha | Nushrratt Bharuccha Interview | Filmfare,QR1P2AlqR-E,https://www.youtube.com/watch?v=QR1P2AlqR-E,FilmfareOfficial,No,No,No,No,No,Real
Shahid Kapoor Movie Dialogues | Best Dialogues of Shahid Kapoor | Filmfare Official,OYlloaSih48,https://www.youtube.com/watch?v=OYlloaSih48,FilmfareOfficial,No,No,No,No,No,Real
Preity Zinta’s Filmfare Award Winning Speeches | Best Filmfare Award Moments | Filmfare Official,a5jwIieKF-I,https://www.youtube.com/watch?v=a5jwIieKF-I,FilmfareOfficial,No,No,No,No,No,Real
Jawaani Jaaneman Interview |  Up Close And Personal With Saif Ali Khan And Alaya F. | Filmfare,kbXNbVVAbak,https://www.youtube.com/watch?v=kbXNbVVAbak,FilmfareOfficial,No,No,No,No,No,Real
Aishwarya Rai Bachchan’s Filmfare Award Winning Speeches | Filmfare Awards | Birthday Special,rEnnQWWVRxc,https://www.youtube.com/watch?v=rEnnQWWVRxc,FilmfareOfficial,No,No,No,No,No,Real
Kareena Kapoor Khan plays Agony Aunt | Kareena Kapoor Khan What Women Want | Filmfare Exclusive,D_Fe_f2STTA,https://www.youtube.com/watch?v=D_Fe_f2STTA,FilmfareOfficial,No,No,No,No,No,Real
Karan Johar’s Winning Speech | Honorary Millennial of the Year | Grazia Millennia Awards 2019,OvW1xP1EIsU,https://www.youtube.com/watch?v=OvW1xP1EIsU,FilmfareOfficial,No,No,No,No,No,Real
Up close and personal with Ranbir Kapoor | Ranbir Kapoor Interview | Famously Filmfare 1 | Throwback,fwMVhXR039E,https://www.youtube.com/watch?v=fwMVhXR039E,FilmfareOfficial,No,No,No,No,No,Real
"Alia Bhatt interview about love, life & the movies | Famously Filmfare Season 1 | Filmfare Throwback",NEqJ1k2NEPQ,https://www.youtube.com/watch?v=NEqJ1k2NEPQ,FilmfareOfficial,No,No,No,No,No,Real
Behind the Scenes with Anushka Sharma | Anushka Sharma Photoshoot | Filmfare Cover Shoot,Wck2GnT_uM0,https://www.youtube.com/watch?v=Wck2GnT_uM0,FilmfareOfficial,No,No,No,No,No,Real
Behind the Scenes with Sonam Kapoor | Sonam Kapoor Photoshoot | Filmfare Cover Shoot,5q3xn_3ic6E,https://www.youtube.com/watch?v=5q3xn_3ic6E,FilmfareOfficial,No,No,No,No,No,Real
"Priyanka Chopra opens up about the journey behind her memoir, 'Unfinished' | VOGUE India",p38B6nqq7KM,https://www.youtube.com/watch?v=p38B6nqq7KM,VOGUE India,No,No,No,No,No,Real
How I Made It | Zoya Akhtar in conversation with Priya Tanna | #VogueWOTY2020,yuLIxoKEfwM,https://www.youtube.com/watch?v=yuLIxoKEfwM,VOGUE India,No,No,No,No,No,Real
How I Made It | Dia Mirza in conversation with Akanksha Kamath | #VogueWOTY2020,MpDsti-uUq0,https://www.youtube.com/watch?v=MpDsti-uUq0,VOGUE India,No,No,No,No,No,Real
#Throwback to Anushka Sharma's win at Vogue Women of the Year 2017,YwvgkQ0hug4,https://www.youtube.com/watch?v=YwvgkQ0hug4,VOGUE India,No,No,No,No,No,Real
"Dia Mirza, Vaibhav Rekhi tie the knot; actor distributes sweets to paparazzi",pTfeS68ymzQ,https://www.youtube.com/watch?v=pTfeS68ymzQ,Hindustan Times,No,No,No,No,No,Real
Watch: Sonu Sood distributes e-rickshaws to needy in hometown Moga,khoOkUzO4v4,https://www.youtube.com/watch?v=khoOkUzO4v4,Hindustan Times,No,No,No,No,No,Real
"Watch: Sunny Leone celebrates sons' 3rd birthday, shares cutest family photos",XM45CGXJ4zc,https://www.youtube.com/watch?v=XM45CGXJ4zc,Hindustan Times,No,No,No,No,No,Real
"Rajiv Kapoor dies due to heart attack, cremated in Mumbai; tributes pour in",B5LdSsNzgXM,https://www.youtube.com/watch?v=B5LdSsNzgXM,Hindustan Times,No,No,No,No,No,Real
Kunal Kemmu on web censorship: Free speech doesn't mean you can offend people,6CKm9Q8YLIw,https://www.youtube.com/watch?v=6CKm9Q8YLIw,Hindustan Times,No,No,No,No,No,Real
"Taapsee Pannu, Sonakshi mock identical tweets by B-town celebs on farmers’ stir",cvvgqI16vzk,https://www.youtube.com/watch?v=cvvgqI16vzk,Hindustan Times,No,No,No,No,No,Real
Parineeti Chopra Tries Out The WEIRDEST Things! | Netflix India,h2Kwb-du56Q,https://www.youtube.com/watch?v=h2Kwb-du56Q,Netflix India,No,No,No,No,No,Real
"Bombay Begums | Official Trailer | Pooja Bhatt, Shahana Goswami, Amruta Subhash & Many More",dCOpkBzwex4,https://www.youtube.com/watch?v=dCOpkBzwex4,Netflix India,No,No,No,No,No,Real
Bollywood's Most Romantic Moments | Netflix India,RecuqgimAjc,https://www.youtube.com/watch?v=RecuqgimAjc,Netflix India,No,No,No,No,No,Real
"Zindagi Na Milegi Dobara In 60 Seconds | Hrithik Roshan, Farhan Akhtar, Katrina Kaif & Abhay Deol",Ui63GWBnRQ4,https://www.youtube.com/watch?v=Ui63GWBnRQ4,Netflix India,No,No,No,No,No,Real
"Doob: No Bed of Roses | Official Trailer | Irrfan Khan, Nusrat Imrose Tisha & Parno Mitra",IuxkqjSydUo,https://www.youtube.com/watch?v=IuxkqjSydUo,Netflix India,No,No,No,No,No,Real
Deepika Padukone Gives The BEST Advice | Netflix India,i8gV-l9exV0,https://www.youtube.com/watch?v=i8gV-l9exV0,Netflix India,No,No,No,No,No,Real
"Best Of Golmaal Returns | Ajay Devgn, Kareena Kapoor Khan, Tusshar Kapoor, Arshad Warsi & More!",dbonxsTODqc,https://www.youtube.com/watch?v=dbonxsTODqc,Netflix India,No,No,No,No,No,Real
Top 7 Priyanka Chopra Jonas Moments | Netflix India,6QkmbOmn0G0,https://www.youtube.com/watch?v=6QkmbOmn0G0,Netflix India,No,No,No,No,No,Real
Aata Majhi Satakli | Ajay Devgn Warns Jaikanth Shikre | Netflix India,6sGo7Hpyqic,https://www.youtube.com/watch?v=6sGo7Hpyqic,Netflix India,No,No,No,No,No,Real
Baahubali and Devasena Arrow Fight Scene | Baahubali 2: The Conclusion | Netflix India,7z1bv8CtQxs,https://www.youtube.com/watch?v=7z1bv8CtQxs,Netflix India,No,No,No,No,No,Real
Farhan Akhtar Stands Up For Priyanka Chopra Jonas | Dil Dhadakne Do | Netflix India,zsn2vuO8x-Y,https://www.youtube.com/watch?v=zsn2vuO8x-Y,Netflix India,No,No,No,No,No,Real
"Tribhanga Behind The Scenes | Kajol, Mithila Palkar, Tanvi Azmi | Netflix India",HCMhRdRuMyU,https://www.youtube.com/watch?v=HCMhRdRuMyU,Netflix India,No,No,No,No,No,Real
"What Is Tribhanga? | Kajol, Mithila Palkar, Tanvi Azmi | Netflix India",p-NgghB7rZ4,https://www.youtube.com/watch?v=p-NgghB7rZ4,Netflix India,No,No,No,No,No,Real
"The Girl On The Train | Official Teaser | Parineeti Chopra, Aditi Rao Hydari & Kirti Kulhari",3iH0YehfMB0,https://www.youtube.com/watch?v=3iH0YehfMB0,Netflix India,No,No,No,No,No,Real
Shahrukh Khan's Life Advice | Alia Bhatt | Kursi Scene | Dear Zindagi | Netflix India,kg5iYB33_NE,https://www.youtube.com/watch?v=kg5iYB33_NE,Netflix India,No,No,No,No,No,Real
"Tribhanga | Official Trailer | Kajol, Mithila Palkar, Tanvi Azmi, Kunaal Roy Kapur",zVNmHMWv2mc,https://www.youtube.com/watch?v=zVNmHMWv2mc,Netflix India,No,No,No,No,No,Real
Priyanka Chopra Jonas' Special Message | Netflix India,anjIfz7uh2U,https://www.youtube.com/watch?v=anjIfz7uh2U,Netflix India,No,No,No,No,No,Real
"Non-Stop Comedy With Phir Hera Pheri | Akshay Kumar, Rajpal Yadav & Paresh Rawal | Netflix India",o4W2iBB8iwA,https://www.youtube.com/watch?v=o4W2iBB8iwA,Netflix India,No,No,No,No,No,Real
"Haan Mein, Magar Woh, Suno Toh? | Dil Chahta Hai | Aamir Khan, Saif Ali Khan | Netflix India",4XgBZX_pXjc,https://www.youtube.com/watch?v=4XgBZX_pXjc,Netflix India,No,No,No,No,No,Real
Ye Baburao Ka Style Hai - Best Of Babu Bhaiya | Paresh Rawal | Amazon Prime Video,cjUc2ih8FMs,https://www.youtube.com/watch?v=cjUc2ih8FMs,Amazon Prime Video India,No,No,No,No,No,Real
"Rajinikanth Is Back | Sivaji: The Boss | Rajinikanth, Shriya Saran, Vivek | Amazon Prime Video",PMHBvluKfZA,https://www.youtube.com/watch?v=PMHBvluKfZA,Amazon Prime Video India,No,No,No,No,No,Real
Happy Valentine's Day | Amazon Prime Video,WESgNmf2M1g,https://www.youtube.com/watch?v=WESgNmf2M1g,Amazon Prime Video India,No,No,No,No,No,Real
5 Stories From The Heartland | Amazon Prime Video,szYCme1OkAc,https://www.youtube.com/watch?v=szYCme1OkAc,Amazon Prime Video India,No,No,No,No,No,Real
Happy Rose Day | Amazon Prime Video,Wluus91PUjI,https://www.youtube.com/watch?v=Wluus91PUjI,Amazon Prime Video India,No,No,No,No,No,Real
7 Things We Go Through In A Relationship | Amazon Prime Video,wPsIiACH7hk,https://www.youtube.com/watch?v=wPsIiACH7hk,Amazon Prime Video India,No,No,No,No,No,Real
5 Must Watch Romantic Movies on Amazon Prime Video,ABWpxvYYyD8,https://www.youtube.com/watch?v=ABWpxvYYyD8,Amazon Prime Video India,No,No,No,No,No,Real
"Tandavniti | Saif Ali Khan, Dimple Kapadia, Sunil Grover | Amazon Original",0Mw0mlKATLw,https://www.youtube.com/watch?v=0Mw0mlKATLw,Amazon Prime Video India,No,No,No,No,No,Real
"Tandav - Watch Now | Saif Ali Khan, Dimple Kapadia, Sunil Grover | Amazon Original",dvDDm7gHzwQ,https://www.youtube.com/watch?v=dvDDm7gHzwQ,Amazon Prime Video India,No,No,No,No,No,Real
Dhakka Laga Bukka Song | Youth Anthem | Tandav | A.R. Rahman | Mehboob | Amazon Original | Jan 15,T_GOpW7dAsg,https://www.youtube.com/watch?v=T_GOpW7dAsg,Amazon Prime Video India,No,No,No,No,No,Real
Dimple Kapadia as Anuradha Kishore | Tandav | Amazon Original,IHUwY55pWIs,https://www.youtube.com/watch?v=IHUwY55pWIs,Amazon Prime Video India,No,No,No,No,No,Real
Sunil Grover as Gurpal Chauhan | Tandav | Amazon Original,YFvO9K-nen8,https://www.youtube.com/watch?v=YFvO9K-nen8,Amazon Prime Video India,No,No,No,No,No,Real
"The World Of Tandav | Saif Ali Khan, Dimple Kapadia, Sunil Grover | Amazon Original",pU-Zhj7FKUw,https://www.youtube.com/watch?v=pU-Zhj7FKUw,Amazon Prime Video India,No,No,No,No,No,Real
"Tandav - Official Trailer | Saif Ali Khan, Dimple Kapadia, Sunil Grover | Amazon Original | Jan 15",ZcFV_rJDa7s,https://www.youtube.com/watch?v=ZcFV_rJDa7s,Amazon Prime Video India,No,No,No,No,No,Real
"Coolie Wala Quiz | Coolie No. 1 | Varun Dhawan, Sara Ali Khan | Amazon Prime Video",0kj29DibaJ8,https://www.youtube.com/watch?v=0kj29DibaJ8,Amazon Prime Video India,No,No,No,No,No,Real
"Coolie No. 1  - Watch Now | Varun Dhawan, Sara Ali Khan | Amazon Prime Video",GjE1FZbBOxw,https://www.youtube.com/watch?v=GjE1FZbBOxw,Amazon Prime Video India,No,No,No,No,No,Real
Sara Ali Khan's Christmas Party | Coolie No. 1 | Amazon Prime Video,EC71GPjPfSs,https://www.youtube.com/watch?v=EC71GPjPfSs,Amazon Prime Video India,No,No,No,No,No,Real
"Tandav - Official Teaser | Saif Ali Khan, Dimple Kapadia, Sunil Grover | Amazon Original | Jan 15",P3Ld5wHfVW4,https://www.youtube.com/watch?v=P3Ld5wHfVW4,Amazon Prime Video India,No,No,No,No,No,Real
"Gulabo Sitabo - Bankey Ka Faticharpan | Amitabh Bachchan, Ayushmann Khurrana | Amazon Prime Video",UMNhg9ZlfSY,https://www.youtube.com/watch?v=UMNhg9ZlfSY,Amazon Prime Video India,No,No,No,No,No,Real
"Durgamati The Myth - Watch Now | Bhumi Pednekar, Arshad Warsi | Amazon Original Movie",fdCL6LAdN2w,https://www.youtube.com/watch?v=fdCL6LAdN2w,Amazon Prime Video India,No,No,No,No,No,Real
"Pyaar Science Hai | Shubh Mangal Zyada Saavdhan | Ayushmann Khurrana, Jitendra Kumar, Gajraj Rao",q6PXlsiwKrU,https://www.youtube.com/watch?v=q6PXlsiwKrU,Amazon Prime Video India,No,No,No,No,No,Real
"Lut Gaye (Full Song) Emraan Hashmi, Yukti | Jubin N, Tanishk B, Manoj M | Bhushan K | Radhika-Vinay",sCbbMZ-q4-I,https://www.youtube.com/watch?v=sCbbMZ-q4-I,T-Series,No,No,No,No,No,Real
"Lut Gaye TEASER Emraan Hashmi, Yukti | Jubin N, Tanishk B, Manoj M | Bhushan K | Radhika-Vinay 17Feb",mZXn0RTb0TM,https://www.youtube.com/watch?v=mZXn0RTb0TM,T-Series,No,No,No,No,No,Real
"Tuesdays & Fridays - Dialogue Promo 1 | Jhataleka, Anmol T D | Taranveer Singh | 19th Feb 2021",qKRtvHCa884,https://www.youtube.com/watch?v=qKRtvHCa884,T-Series,No,No,No,No,No,Real
"SWAG SE SOLO Remix: Salman Khan | Remo D'souza | Sachet Tandon, Tanishk Bagchi Vayu | Bhushan Kumar",DjZfZHWkUDs,https://www.youtube.com/watch?v=DjZfZHWkUDs,T-Series,No,No,No,No,No,Real
"Ras Ke Bhare Tore Naina | Full Lyrical Video Song | Satyagraha |Ajay Devgn, Kareena Kapoor| T-SERIES",BHij4qznJxs,https://www.youtube.com/watch?v=BHij4qznJxs,T-Series,No,No,No,No,No,Real
"ISHQE DI KHIDKI Full Lyrical Video Song | Junooniyat | Pulkit Samrat, Yami Gautam",y1CqXFZD-0c,https://www.youtube.com/watch?v=y1CqXFZD-0c,T-Series,No,No,No,No,No,Real
"Saiyaan Ji ► Yo Yo Honey Singh, Neha Kakkar|Nushrratt Bharuccha|  Lil G, Hommie D| Mihir G|Bhushan K",VEkj2sanAeU,https://www.youtube.com/watch?v=VEkj2sanAeU,T-Series,No,No,No,No,No,Real
Bobby Jasoos: Jashn Full Lyrical Video Song | Vidya Balan | Ali Fazal,SrQMoN3v0Iw,https://www.youtube.com/watch?v=SrQMoN3v0Iw,T-Series,No,No,No,No,No,Real
"Hum Bhole The (Lyrical) Amitabh B, Ajay D, Arjun R, Kareena K, Manoj B | Prasoon Joshi",cF0Mya0zuT8,https://www.youtube.com/watch?v=cF0Mya0zuT8,T-Series,No,No,No,No,No,Real
Madam Chief Minister: Main Ziddi Hoon (Dialogue Promo)Richa Chadha | Subhash Kapoor|Releasing 22 Jan,oVBp5TY7q0g,https://www.youtube.com/watch?v=oVBp5TY7q0g,T-Series,No,No,No,No,No,Real
Chidi Chidi (Audio Song) Madam Chief Minister | Richa Chadha | Subhash Kapoor | Bhushan Kumar,1PdFPDolvEs,https://www.youtube.com/watch?v=1PdFPDolvEs,T-Series,No,No,No,No,No,Real
"Bibi Sanam Lyrical Song | CABARET | Richa Chadda Gulshan Devaiah, S. Sreesanth | Usha Uthup",iL8Kbq1lLSQ,https://www.youtube.com/watch?v=iL8Kbq1lLSQ,T-Series,No,No,No,No,No,Real
Making Of Madam Chief Minister | Richa Chadha Learns How To Ride A Bike | Releasing 22 January,3_6sviLtmm4,https://www.youtube.com/watch?v=3_6sviLtmm4,T-Series,No,No,No,No,No,Real
Trailer: Madam Chief Minister | Richa Chadha | Subhash Kapoor | Bhushan Kumar | Releasing 22 January,mE_S5tUtb-s,https://www.youtube.com/watch?v=mE_S5tUtb-s,T-Series,No,No,No,No,No,Real
"Heelein Toot Gayi(Lyrical)Indoo Ki Jawani|Badshah,Guru Randhawa,Kiara Advani,Aditya Seal,Aastha Gill",tKmeJLujm4I,https://www.youtube.com/watch?v=tKmeJLujm4I,T-Series,No,No,No,No,No,Real
"Durgamati The Myth - Official Trailer | Bhumi Pednekar, Arshad Warsi, Karan Kapadia | Dec 11",AxVWMUcStxk,https://www.youtube.com/watch?v=AxVWMUcStxk,T-Series,No,No,No,No,No,Real
"Chhalaang: Le Chhalaang (Full Video) Rajkummar R, Nushrratt | Daler Mehndi, Hitesh Sonik, Luv Ranjan",i-93lPUIpVU,https://www.youtube.com/watch?v=i-93lPUIpVU,T-Series,No,No,No,No,No,Real
